species,line_number,byte_offset,byte_length,record_sha256
HB375x10_1.001_OH-O__aceticacid--acetaldehyde_100,6872,20215904,2716,93db4d6ee0efb6bd8cb700f9dcf341359fcd83d3b501fff40c0c4930bb4f32d5
HB375x10_1.001_OH-O__aceticacid--acetaldehyde_monA,6873,20218620,2438,f1f0f54420db69f43fd2a2abf8f72251f2a7c069d3fbfa3de25454009f5e9bf6
HB375x10_1.001_OH-O__aceticacid--acetaldehyde_monB,6874,20221058,2392,d5b6369235d36c4650ea5e68929c3fb342d150d05ca40dc108d0563c53203791
HB375x10_1.002_OH-O__aceticacid--acetamide_100,6875,20223450,2794,f79d94d19084298985449385b892db5bc095d9f89a92267cb49f6b815b7afe89
HB375x10_1.002_OH-O__aceticacid--acetamide_monA,6876,20226244,2425,e0e71e0c0a2c96afaa8d828d8cb3cf3255f35476e076859ea0e0c64d7605ad87
HB375x10_1.002_OH-O__aceticacid--acetamide_monB,6877,20228669,2477,9600f66d0fcf52a45b815cdc678ce544fb56b6b3caa17bc5303855fb9b2353da
HB375x10_1.003_OH-O__aceticacid--acetone_100,6878,20231146,2830,3c1eae0419e1246bee22bb6df05a5bbeff143cace7143391e1f43b3440c30d72
HB375x10_1.003_OH-O__aceticacid--acetone_monA,6879,20233976,2432,3998726152cfc941a3093707285a7de5e15c92d41c53f155fd7d02c4136e9e9d
HB375x10_1.003_OH-O__aceticacid--acetone_monB,6880,20236408,2503,e719ab1995f5a8931b184379e25d534a08dcd61aef4dba8f176989aae170c596
HB375x10_1.004_OH-O__aceticacid--dimethylcarbonate_100,6881,20238911,2933,dae4c77dd26cfd57d66fc5ca0b2307140a8636eff38b3bc72137aa74fcccdf0f
HB375x10_1.004_OH-O__aceticacid--dimethylcarbonate_monA,6882,20241844,2452,1c8c7542690f082a2aeb959e625c19b9cb2dcc717ae475271d1ea28f4c34bbdf
HB375x10_1.004_OH-O__aceticacid--dimethylcarbonate_monB,6883,20244296,2606,cce43214e59839b83c4d86ecda69c4b5d7bd86157c0070483bb7a824b352c143
HB375x10_1.005_OH-O__aceticacid--dimethylether_100,6884,20246902,2800,e81c72ae309ac61575057327063b72b0f6116dae8c26482e2b7651d0fa03671b
HB375x10_1.005_OH-O__aceticacid--dimethylether_monA,6885,20249702,2443,c366441dda5ccb3ed32a0fb8ca94065f56f4aa3d1ef1bf2d6191aac76ec02af1
HB375x10_1.005_OH-O__aceticacid--dimethylether_monB,6886,20252145,2473,ca6dfb97e281306caa3118ee658e4cad67cdef30dfe6bc1d1369b3dae60981be
HB375x10_1.006_OH-O__aceticacid--dimethylperoxide_100,6887,20254618,2847,25e2fdf9c64c14348d9bf1bf9b7b44b5745ade0b8b141937e3e065c585e2a9ce
HB375x10_1.006_OH-O__aceticacid--dimethylperoxide_monA,6888,20257465,2447,cedebb96f0aa0a001ae99b1161ee17b4d85f3e583fccf956fd8fc95e4e2ba278
HB375x10_1.006_OH-O__aceticacid--dimethylperoxide_monB,6889,20259912,2523,2be16af092c8cfcb474d1d002e672eee07f5dc8cc408d636004e4cf4230dd31a
HB375x10_1.007_OH-O__aceticacid--furan_100,6890,20262435,2781,0ab665053a9726603a60926eaafda8d2f206fd75dbcd538d716a612672bfb563
HB375x10_1.007_OH-O__aceticacid--furan_monA,6891,20265216,2417,fcdec73f04b02e154babbc021e998fe7f64223ab7de5a76fb1212aac45a38d5a
HB375x10_1.007_OH-O__aceticacid--furan_monB,6892,20267633,2464,ec65e132e2cbe4186557a6201be42679a79c0e9ccc4b6beefec34f055bb186e8
HB375x10_1.008_OH-O__aceticacid--methanol_100,6893,20270097,2671,8091c8f15632230c651fe06cc16dbf862ae83c853ecdf5f5cde0d43a3793e3c5
HB375x10_1.008_OH-O__aceticacid--methanol_monA,6894,20272768,2430,3af74bf086107e7f9e2798cc5b434a35ad1f8e3c5700142600fbd58ef2c41b00
HB375x10_1.008_OH-O__aceticacid--methanol_monB,6895,20275198,2347,f8d4ac7d79d7843f62a35f25aa0b29f7bb98f71f9c1794fe8d00d9c839b5348a
HB375x10_1.009_OH-O__aceticacid--methylacetate_100,6896,20277545,2880,9cc96713b72703cad24e5ed0fb87cff48e636b4b38f864687a87b2a0b32ba14c
HB375x10_1.009_OH-O__aceticacid--methylacetate_monA,6897,20280425,2442,8c8d95e54cb285e243ff69abd2288f33d9bd12fa445648d6f4899a5e8a9128b0
HB375x10_1.009_OH-O__aceticacid--methylacetate_monB,6898,20282867,2555,f87240be31bec4e0122788653ab2a94cfe37684496f74698b97b66a5849d4fc0
HB375x10_1.010_OH-O__aceticacid--methylcyanate_100,6899,20285422,2719,41a579638e385d143c3e9f462ae026c87d0f5469a6b59fb3f83bcef7268e658b
HB375x10_1.010_OH-O__aceticacid--methylcyanate_monA,6900,20288141,2430,c3ff6dba93a7e2731738ef34c54dd1149cda1810c866fde2fda1a9de30422c5f
HB375x10_1.010_OH-O__aceticacid--methylcyanate_monB,6901,20290571,2405,359a8cdf9d18ad1307f7c3d869d9d6a924a6791209cb3e3d9c58b8cf0d61e15d
HB375x10_1.011_OH-O__aceticacid--nitromethane_100,6902,20292976,2726,26b4fe469b6d2ca8250b3c20866f1f10b73d6ac0051e253e7c29ba7801b989af
HB375x10_1.011_OH-O__aceticacid--nitromethane_monA,6903,20295702,2442,672ed0927316bf33ddc030d606748cd73f567ccb26aff2ee76eb7c9401055b08
HB375x10_1.011_OH-O__aceticacid--nitromethane_monB,6904,20298144,2398,c36953227ece60dbff9fdabde4d91a1d5cf9faa5f87fa25e76cbef735bfc92bb
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_100,6905,20300542,2683,1345c8174e2c48535812bec72ea44bb451935e5ede2f395bfa2ffa3d7d92e90f
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monA,6906,20303225,2441,6153e181905aee567294fbbf466cc10fefe8ff817a5c59825e1ae9dad9f9c1ec
HB375x10_1.012_OH-O__aceticacid--nitrosomethane_monB,6907,20305666,2360,c1e70f1baaf8d3b9bb2a2f3ada56034ab22eecab37f329398db08b551ecc7757
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_100,6908,20308026,2932,338b131274f2a764f5563f06e86d7da468011b23d1c56d765c4f15e1044ca221
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monA,6909,20310958,2448,41f16e34122f6d9b7322d4f6d86ecf0afef3d6513f617e1c9f1a58538e6e467a
HB375x10_1.013_OH-O__aceticacid--Nmethylacetamide_monB,6910,20313406,2607,815af6a20a45eb866fc03511fe1c164303a52bb1f007ec4f5b81cf67ed1296a2
HB375x10_1.014_OH-O__aceticacid--water_100,6911,20316013,2543,b891d8f9eabc6f671549b2faf6188275934eebc620bbef916373bb8d6ffda7ee
HB375x10_1.014_OH-O__aceticacid--water_monA,6912,20318556,2423,b3be36711968edcfeb99a8db4d6b91f63dcd34eb6b699b4dd74fa41f3810ffab
HB375x10_1.014_OH-O__aceticacid--water_monB,6913,20320979,2216,ac45882d6d491af5916ceb5a3bdb952c6b88225e780333a775467bcb594d9de4
HB375x10_1.015_OH-O__methanol--acetaldehyde_100,6914,20323195,2630,ccfa4b6c198b906a6bda3f113ee5b6e42ebe44da1f463d6660787eff9857cecf
HB375x10_1.015_OH-O__methanol--acetaldehyde_monA,6915,20325825,2346,6a0862c9d7ac3ca12108873a82ec14fd0c62deeb0807d45110393f465dbdc1ab
HB375x10_1.015_OH-O__methanol--acetaldehyde_monB,6916,20328171,2394,c083db437ef0e36454a1cb3d4e2e38446d6ff59994463297c0b784e857f992ef
HB375x10_1.016_OH-O__methanol--acetamide_100,6917,20330565,2710,6d2f26f98bbf4e09743cdeb860035f18dd2b5f04270e7fb3ac0f8dd29aea7bc9
HB375x10_1.016_OH-O__methanol--acetamide_monA,6918,20333275,2341,afac3251c133d6007ef1caa899b004f414b948e960ead85b5979c31999de58b1
HB375x10_1.016_OH-O__methanol--acetamide_monB,6919,20335616,2473,e38bc21db4be947434059c6b4f80f1ba0eaf86f761406ba1600e0b4a0e4da91c
HB375x10_1.017_OH-O__methanol--aceticacid_100,6920,20338089,2670,8d7a4a10cce47339d5e0c9cda60eae99d91b61e90722452b69094e08cf7ebaec
HB375x10_1.017_OH-O__methanol--aceticacid_monA,6921,20340759,2352,7056d817c7b3be96451403c782761fcf6220554e53af17f682083c0da4e599a9
HB375x10_1.017_OH-O__methanol--aceticacid_monB,6922,20343111,2424,6cca4bd543580fa7a0ac1bd74795e6f95a1512cc59b7dee1b5cb7958fd286957
HB375x10_1.018_OH-O__methanol--acetone_100,6923,20345535,2743,89c61a7f7424235975ea85aca5335b28b0b69d23360758bad287e9a7c378ad93
HB375x10_1.018_OH-O__methanol--acetone_monA,6924,20348278,2344,59592df28e293a294f57f81dcccb4a6c2a3a6c683e4fa9cf6267574c76cde997
HB375x10_1.018_OH-O__methanol--acetone_monB,6925,20350622,2500,b5b8b3a9180258fdbda4a92c567c6ecbcae3a632038219dceb228c6860bf82dd
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_100,6926,20353122,2844,4bc08ed038e3450b7baf8319fcb4b6ebd8dbb9189ddef1ee74cc473ec9327a81
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monA,6927,20355966,2356,dac8cc5e3fa617cb0828345c2705ceda50325c48d4d219d8fc28363d675270f5
HB375x10_1.019_OH-O__methanol--dimethylcarbonate_monB,6928,20358322,2609,346d03d5bd739e405717f49a30b83d00bc7b2e1e9209caf3a36413476513b13d
HB375x10_1.020_OH-O__methanol--dimethylether_100,6929,20360931,2713,a8e349ac09642b7f6e9cb6a09ad78c13eda83c46ffe803d66fd9bd2f6f5a9fe9
HB375x10_1.020_OH-O__methanol--dimethylether_monA,6930,20363644,2356,bdb2d2c64a7f65f9dd30c3180b40439b66eacf26ba714cf44f7ef9424e6835bf
HB375x10_1.020_OH-O__methanol--dimethylether_monB,6931,20366000,2469,2cc38da108d31ce0335444675a33ed5ba2bc8b0365fcdd8d3a097ee145b6ce86
HB375x10_1.021_OH-O__methanol--dimethylperoxide_100,6932,20368469,2766,82a79a79dca160b834cb20aae9bea43872fbc569fed2f5505a7d7d7ad9a055ff
HB375x10_1.021_OH-O__methanol--dimethylperoxide_monA,6933,20371235,2357,ad22759ea35435922d771a1a657b7b8070360b319a36664c6b159134453b6a70
HB375x10_1.021_OH-O__methanol--dimethylperoxide_monB,6934,20373592,2528,2053a301e75e9fe1ec71e2867ba5a693b820bb507fad1fc99ae004340ffe5463
HB375x10_1.022_OH-O__methanol--furan_100,6935,20376120,2704,b009492c897565c1a1ba93ba788b35a5654d6f61a29f6a6dea76b7af20cde860
HB375x10_1.022_OH-O__methanol--furan_monA,6936,20378824,2336,557d6aa19ae33651e2b0aa7717a0410e9c8cb5304abaf63461cd0f7a96079530
HB375x10_1.022_OH-O__methanol--furan_monB,6937,20381160,2464,81b8b0a67972946bbe263033b7bbe1d9e10aa71bbc20d51003aa843586e47e21
HB375x10_1.023_OH-O__methanol--methanol_100,6938,20383624,2585,62779ccca57b9265be7bc563823f5f763139b441cac7e67499293be8c0db1a6f
HB375x10_1.023_OH-O__methanol--methanol_monA,6939,20386209,2339,0cd1dd822b454119d6ee8377825dbc9bfc0340ff5b8fe4ef5b0ba142a9a7307b
HB375x10_1.023_OH-O__methanol--methanol_monB,6940,20388548,2348,d37f1cf699cc15098f1b177db795f80e4050dc12b2583ba2d539d9c9ee7f0a76
HB375x10_1.024_OH-O__methanol--methylacetate_100,6941,20390896,2796,bbcef5b96ba884cce5a517a2e443da92be56eb10d63e2d47ed68d85d61000d32
HB375x10_1.024_OH-O__methanol--methylacetate_monA,6942,20393692,2351,80ff2ebc8473f5d7bf3c3e03156540ff3f41bca653a0da2421195008c690a2dd
HB375x10_1.024_OH-O__methanol--methylacetate_monB,6943,20396043,2558,bf4b5523ab5a75cd60d27005019fdc87e3a5e24786f0698541a949e358253c07
HB375x10_1.025_OH-O__methanol--nitromethane_100,6944,20398601,2638,d5eb87e61dc0bf7787a33a21ea3beeaba85d01eea420d9ea1cefe884c766126f
HB375x10_1.025_OH-O__methanol--nitromethane_monA,6945,20401239,2354,4bef080adfa6a07d4b872445e833c7cebab013470dd412e471d951690c578024
HB375x10_1.025_OH-O__methanol--nitromethane_monB,6946,20403593,2394,dfa3378fecf8ae33fbdf87bdcaee3f754df99e380795723ddf2fcfe670e17c85
HB375x10_1.026_OH-O__methanol--nitrosomethane_100,6947,20405987,2598,1312cf0578de460993107f33c675b97fcd05d2e62946bbe29b5ecdc6a94d7189
HB375x10_1.026_OH-O__methanol--nitrosomethane_monA,6948,20408585,2358,5b396963c0335125ce62647632f5d5ca9414259969acbf4ef0aaff08bc0f2933
HB375x10_1.026_OH-O__methanol--nitrosomethane_monB,6949,20410943,2354,e8476bef74b36502cf185c0b1e5028914c2bce1d80877667874bdacbbfecb4ed
HB375x10_1.027_OH-O__methanol--Nmethylacetamide_100,6950,20413297,2844,ee16d7b5077e6bdc98cf19b37d428ba0e902fab5e343fd8b8797a543543736c3
HB375x10_1.027_OH-O__methanol--Nmethylacetamide_monA,6951,20416141,2363,39944e0c88440a15da07e1fb0b080587ed8dbdf899d384bab8d175148da6b08d
HB375x10_1.027_OH-O__methanol--Nmethylacetamide_monB,6952,20418504,2600,063389a2022985f72cabf0edcbb8c108c3a3fcaae7dbdeba99aca33cd37e41cf
HB375x10_1.028_OH-O__methanol--phenol_100,6953,20421104,2866,b4924c37c57052cd3916e1aab6aa22fd51ead54432e4e43ec461fe5bb4373f25
HB375x10_1.028_OH-O__methanol--phenol_monA,6954,20423970,2337,bfda242a76c761d575d04088a6196fce5d0b014372421513420f6cef9de296b9
HB375x10_1.028_OH-O__methanol--phenol_monB,6955,20426307,2628,150786f6cb0a0d44d3f456b547a80b7b4fe4e6827412b2c9a0f2e90eaa9f79a0
HB375x10_1.029_OH-O__methanol--water_100,6956,20428935,2456,7f24c378cd3916030389b02537c028c7fe57d670761df21a26cda33c1e368bc2
HB375x10_1.029_OH-O__methanol--water_monA,6957,20431391,2339,e9f660e23b47f6fb0e7323d6365b62985d78629b1c70d0aec852271b788aae03
HB375x10_1.029_OH-O__methanol--water_monB,6958,20433730,2210,0ef7a26b4a10312ba089caaafed21ebbe4ccdebdfe775786c9038d9d0a03df9f
HB375x10_1.030_OH-O__phenol--acetaldehyde_100,6959,20435940,2915,63152d387b6968fe7ed59edad0567a5e9066462645bdbd79304eba6d49151a9d
HB375x10_1.030_OH-O__phenol--acetaldehyde_monA,6960,20438855,2629,c569ca0fcaa5c412011b30c7d3cb62a683e1fd1cdb46b479b0cefdc042dac7b7
HB375x10_1.030_OH-O__phenol--acetaldehyde_monB,6961,20441484,2393,72b5f421359667878759b1e6a86e46ae883261463c6ef18cabe66c4722cf34ee
HB375x10_1.031_OH-O__phenol--acetamide_100,6962,20443877,2988,0e9234e10dfaab1d08992b84a56b871a628f3f087bc049ce20a9e6f01f9386a8
HB375x10_1.031_OH-O__phenol--acetamide_monA,6963,20446865,2630,dbf5e4d4510c26d0f7ddf88c04cdb1be0a3a35f0cba9c05532be25e3d58ad884
HB375x10_1.031_OH-O__phenol--acetamide_monB,6964,20449495,2459,d1d6b35a5fd1ab36b699177583b420f48bcfd47e4b8b6e0b24851df3bfb3df4f
HB375x10_1.032_OH-O__phenol--acetone_100,6965,20451954,3025,2f0db5b1fb6517985a942d1a0749638bb5d3ed8cb5d942c274e92d16a91e6c49
HB375x10_1.032_OH-O__phenol--acetone_monA,6966,20454979,2627,ef81a6772191dec7c2161087443855ca61e8f549b92ebf59eaa7b5d86df2828c
HB375x10_1.032_OH-O__phenol--acetone_monB,6967,20457606,2496,e4ed40062c2b6924246a4618f0f363d7c4f2346e4df3451e105d8b5a421691f1
HB375x10_1.033_OH-O__phenol--dimethylcarbonate_100,6968,20460102,3122,41de748fb03dfa3ce7036f00f0da0bc96e7543714a357d79474d8ad8a0389cad
HB375x10_1.033_OH-O__phenol--dimethylcarbonate_monA,6969,20463224,2648,d6ec16383eb9a59fbca26d1a66b6c45d91b148563e75faa3188889180d37ec73
HB375x10_1.033_OH-O__phenol--dimethylcarbonate_monB,6970,20465872,2592,209203258a2199a157476a4c726e084951844dac481cf09c3ef0d62e52ae2851
HB375x10_1.034_OH-O__phenol--dimethylether_100,6971,20468464,2993,23fd5bbfb5473a949bd7223061ea294a999b2eef10cfa2bfe27564a4ab404b8e
HB375x10_1.034_OH-O__phenol--dimethylether_monA,6972,20471457,2635,ccca890573fd6a0b4b47088ff7f55c54404860a3dba6d0ad5bc7373aec212401
HB375x10_1.034_OH-O__phenol--dimethylether_monB,6973,20474092,2467,c5761d952fe5488f480a0dd7a5d82f99a3b7d7fd15629578df82aea43d0d69c3
HB375x10_1.035_OH-O__phenol--dimethylperoxide_100,6974,20476559,3044,379b30a8a82bac8786738df0c7984762d0cb12021c8b0cdb08b22974f15941c8
HB375x10_1.035_OH-O__phenol--dimethylperoxide_monA,6975,20479603,2646,046d889beb65bd3156b78deb0b1b1765f192a1b67c5899aed7ffeb2602fddb63
HB375x10_1.035_OH-O__phenol--dimethylperoxide_monB,6976,20482249,2514,eff29bec3d288d6f6226fe24929360765e4e234ef0a3aae4b8335c65356c9e3f
HB375x10_1.036_OH-O__phenol--furan_100,6977,20484763,2980,4b9edd1acfefd136d5e135de46ca3d37a3b3126415f048a726cf43a599586d69
HB375x10_1.036_OH-O__phenol--furan_monA,6978,20487743,2621,0924c1a07843a844f4a0f410522daa45c1c00c838567fe2429a3983fdcc47d2f
HB375x10_1.036_OH-O__phenol--furan_monB,6979,20490364,2452,8caefe38efa8d08c174e65893f8602b3b6e1d05012e6ea6bc9679f67a6e4c827
HB375x10_1.037_OH-O__phenol--methanol_100,6980,20492816,2864,f990265a03e8bc6355125442db1f6ad6c9f6f492717a5396f96cc01821704a63
HB375x10_1.037_OH-O__phenol--methanol_monA,6981,20495680,2622,c7b136b410f9579957c3339dd0cc58b5df52e13c68af4f3c4b8207bfa74f4e5c
HB375x10_1.037_OH-O__phenol--methanol_monB,6982,20498302,2341,b1b8d1c5e6a711334ff45593c17449fa3c69d661e736633832ceaebb690b35f5
HB375x10_1.038_OH-O__phenol--methylacetate_100,6983,20500643,3076,7ee7185108b9096276634006a98b9e81e132319a744e0053c6cbb2b3af78ad49
HB375x10_1.038_OH-O__phenol--methylacetate_monA,6984,20503719,2640,dfd1adb747a9516b52eff8505b09e385dc478fb2104ffaca5169fdec9af5a681
HB375x10_1.038_OH-O__phenol--methylacetate_monB,6985,20506359,2546,7464336b2bbff6aa76d949081dec3a594897652b343df3de964daa3d222b7a86
HB375x10_1.039_OH-O__phenol--nitromethane_100,6986,20508905,2923,3d5160be2d82b6c2272fdc5a7098bcb5bdc5bac26d56276cee0c84d736d09121
HB375x10_1.039_OH-O__phenol--nitromethane_monA,6987,20511828,2637,c8286a290d9f4443d05b95fcef51a9c5cd74bf0619113e45cb607d05e1699d4e
HB375x10_1.039_OH-O__phenol--nitromethane_monB,6988,20514465,2393,ce0e2c81d0173a94439749ed82ab0acd9875a1ee5f820aaf400f43ef2ff0eca6
HB375x10_1.040_OH-O__phenol--nitrosomethane_100,6989,20516858,2880,c7fd7ee4f32a0b58bcd6cb9ba2e960cbfbd2e42a6e445e5ce92b71b71791002b
HB375x10_1.040_OH-O__phenol--nitrosomethane_monA,6990,20519738,2641,78afcbeb5476ddd3b330d2634d90fa6d89b0e419bc6ad333e3d9bc372bd96242
HB375x10_1.040_OH-O__phenol--nitrosomethane_monB,6991,20522379,2350,d1f12e7b75195acc8a380180b3bdeb2d664b023157e81a3778d6949004c2df8f
HB375x10_1.041_OH-O__phenol--Nmethylacetamide_100,6992,20524729,3127,fc384656acd2e708936812a85389241409491eba05dca87a38e1efbfea50b040
HB375x10_1.041_OH-O__phenol--Nmethylacetamide_monA,6993,20527856,2644,d96053e9148eadc5600da41fdbdd9d38e7d84ff52965ea822940b2bd81fde3ea
HB375x10_1.041_OH-O__phenol--Nmethylacetamide_monB,6994,20530500,2599,63380e60dccb210d7a3feb063de72ac12be18821e2c404783d429cce55b3367f
HB375x10_1.042_OH-O__phenol--phenol_100,6995,20533099,3144,f5ddf88a23d16d14b975062a6fb33d895de66e7b1edefc629f8bb6b57271e2a2
HB375x10_1.042_OH-O__phenol--phenol_monA,6996,20536243,2612,a5a54360ee1d0de3e008492891b794b71db488271eba4f0b891ceef30e675392
HB375x10_1.042_OH-O__phenol--phenol_monB,6997,20538855,2628,535628c80861765c08baed0c99d861834b9b075cd892f730659a0a4e27b8785a
HB375x10_1.043_OH-O__phenol--water_100,6998,20541483,2730,471ccbf22b00529eebcc0ab35957f56f9c2ac80d49a7595d3210ce09d44f8737
HB375x10_1.043_OH-O__phenol--water_monA,6999,20544213,2614,e9a4b360359d2d3dc199e5c36f9b4fa6cbac518c26fd013d6141f5f61f77aaae
HB375x10_1.043_OH-O__phenol--water_monB,7000,20546827,2205,615969c7ff1780ac90adca297e06effaeb06d52be26d1126dd0499595a1321b4
HB375x10_1.044_OH-O__water--acetaldehyde_100,7001,20549032,2501,242cd68e93dd5acb9cf14489ff02f9f612b8605bf98da0536d12075a448b5623
HB375x10_1.044_OH-O__water--acetaldehyde_monA,7002,20551533,2221,5524b6e9a7f6ed2abea029c98b4e0b23eb9628066b0c372e7b30d1cdc6e8baae
HB375x10_1.044_OH-O__water--acetaldehyde_monB,7003,20553754,2380,e15c221851ce7c5af85c592a422ce9f0ee9adfb6bac8227c7914b8aee2fc9cf5
HB375x10_1.045_OH-O__water--acetamide_100,7004,20556134,2586,8f77daee581eb2afb9e5f559c4fa0e40665b512835be732478d735064e13c49d
HB375x10_1.045_OH-O__water--acetamide_monA,7005,20558720,2212,e3b31464b26077955ed6891117fab88078ebbe28d80cf4e26920c2e48329b835
HB375x10_1.045_OH-O__water--acetamide_monB,7006,20560932,2468,ff2f0cb2bc9c3e49b9d1da7f90fe9e5331ba5c63353541b46502b77b91e28bab
HB375x10_1.046_OH-O__water--aceticacid_100,7007,20563400,2544,934a8371931f1e9a0361739ba3f9f33f82578601b7854f9acbf98caa68aba9ed
HB375x10_1.046_OH-O__water--aceticacid_monA,7008,20565944,2218,f50f395f2eaf39b3299f17020ee7ebdfddd5b5ea717e71d49dd2b940a6574ca2
HB375x10_1.046_OH-O__water--aceticacid_monB,7009,20568162,2422,4072234a9eba7210a092212530e6c47cc56ea6081b582838b2a3233efd8e60c9
HB375x10_1.047_OH-O__water--acetone_100,7010,20570584,2621,3b35b255a9fdd4488db9424c3db23a15d9865d2977182a20ded029e3ea39cf94
HB375x10_1.047_OH-O__water--acetone_monA,7011,20573205,2211,d21e6dfab5337f9974a4f1331415101060dc6d85095cc0e70e58acb6772f63a5
HB375x10_1.047_OH-O__water--acetone_monB,7012,20575416,2501,d50fe09ddf8b764d59fbb538ca9a02dd13b0badabc4147821471f82f70548533
HB375x10_1.048_OH-O__water--dimethylcarbonate_100,7013,20577917,2714,03e9a70b47b073ad4696e5a4862f8a10eeebf40bd5fe6423c2691ba346fb7652
HB375x10_1.048_OH-O__water--dimethylcarbonate_monA,7014,20580631,2226,5345d7178c7bfde3ed0fb75560bbec2ea68716eda59f94c410b67ed8af97deed
HB375x10_1.048_OH-O__water--dimethylcarbonate_monB,7015,20582857,2599,3a571910ca8a34a1188c51bcdaf8cb3931d821e4aa64ea0843066fa059fff72b
HB375x10_1.049_OH-O__water--dimethylether_100,7016,20585456,2588,b89e5a5ca29de20d6ab9b0aa2575b7ebc349b8ba42ab83a2b7afd67c6540cc02
HB375x10_1.049_OH-O__water--dimethylether_monA,7017,20588044,2225,9aa6dd1dc1cec92e684be59c2ac2bf2545f45de0abd3bb7125c860b744af5a75
HB375x10_1.049_OH-O__water--dimethylether_monB,7018,20590269,2465,4861147c0ccdc69a411329b8f3db765a98275d1c4fa6e6e64f782cd18f3f561f
HB375x10_1.050_OH-O__water--dimethylperoxide_100,7019,20592734,2633,a211de3a82b19e2dfa12bd43f094b967159ff752a89f2e29dedba53bba2d9a75
HB375x10_1.050_OH-O__water--dimethylperoxide_monA,7020,20595367,2229,14f286189336815842b4d3d4105eb51a8dc06bc1dba82eebfafa4ea2325f1217
HB375x10_1.050_OH-O__water--dimethylperoxide_monB,7021,20597596,2513,3cc805624e7ddebdd3664cb2f0c4f33416b4ef1c31d02b1cad162e802b2a1ac4
HB375x10_1.051_OH-O__water--furan_100,7022,20600109,2574,41cf4453186562e5e3171ebf568c48b2a6611a323a2df39bb5e9ae4aaf7b0da4
HB375x10_1.051_OH-O__water--furan_monA,7023,20602683,2208,eb47487206e56bc4edaf4403be01fbdf0714aaaf79bf7cf679e245f5119779a2
HB375x10_1.051_OH-O__water--furan_monB,7024,20604891,2452,b47f9aba4c448e379679cb0de0d502e30cb3975d8a7c856f0bf352bea2254f91
HB375x10_1.052_OH-O__water--methanol_100,7025,20607343,2455,3cc4ef3c3eb0184517feca8bb5227decee31546af37677491b43cfaeb8cfc788
HB375x10_1.052_OH-O__water--methanol_monA,7026,20609798,2214,ef2859d59c159c70ec8f8bf020332bf7daccfbf0efcd086c36d76e1da7cda58a
HB375x10_1.052_OH-O__water--methanol_monB,7027,20612012,2334,f02145324b49c8ec09d7592f649019fecf092ac6e5d7f0886d9a76392d595805
HB375x10_1.053_OH-O__water--methylacetate_100,7028,20614346,2669,493617b936e93c6285e9c45e2d5fb50aa1d7c4a8d675d85136a547afe872d169
HB375x10_1.053_OH-O__water--methylacetate_monA,7029,20617015,2224,b1147ac866e00d350e66030a1acf2a665c3f30edd17e4b98ee253009267a57be
HB375x10_1.053_OH-O__water--methylacetate_monB,7030,20619239,2548,0d9ae2879e27ea31ba3baa4a51995faa754fa80a0b3f78c9e5895d9f6ecd9aa6
HB375x10_1.054_OH-O__water--nitromethane_100,7031,20621787,2510,38e88d08e9bd959892cbe27704760d8868084f2eb1d980738c2d9830fb44f788
HB375x10_1.054_OH-O__water--nitromethane_monA,7032,20624297,2221,10d21cd9bd0d5b71def39656c3938f099d51e73541a572387f1bc46b13faab78
HB375x10_1.054_OH-O__water--nitromethane_monB,7033,20626518,2389,85e8c0629e711994a4b6df54643a88db6e604395323764a81c9b35d18705591c
HB375x10_1.055_OH-O__water--nitrosomethane_100,7034,20628907,2471,6c425790e527291659bf833d62e03f0f2581b6851ae7202d3a4775222911a12d
HB375x10_1.055_OH-O__water--nitrosomethane_monA,7035,20631378,2221,06013f6ce63a8fbb8e76ef250583b28d2bd03b5b6abf364302cd85c43804d4ab
HB375x10_1.055_OH-O__water--nitrosomethane_monB,7036,20633599,2355,baee54357823a7f83de39e509c6013f1c1467c69d7803b454e59a4aa82e12e6f
HB375x10_1.056_OH-O__water--Nmethylacetamide_100,7037,20635954,2717,1d0c08c9f9a8e4b89e68a5a611879b7c570b53af0f480aae89a407afcf4ae4e0
HB375x10_1.056_OH-O__water--Nmethylacetamide_monA,7038,20638671,2230,71e1a4a4187783f65b23d6247508e87a28921bcaaedf8bcf063936125592290b
HB375x10_1.056_OH-O__water--Nmethylacetamide_monB,7039,20640901,2596,0abc5e0c5bf35cabf34a58447bcb1501948e39c927356b5b3d801acc27ddc460
HB375x10_1.057_OH-O__water--phenol_100,7040,20643497,2739,3a108f379f9aa866650d74e41178827714a1296fb9c33a67aff7f861350eec06
HB375x10_1.057_OH-O__water--phenol_monA,7041,20646236,2208,0af4933cbfb41c00627e34544816d8c1994f7d17aa2212c57d75f5f1fe08c5f2
HB375x10_1.057_OH-O__water--phenol_monB,7042,20648444,2620,986579e79bccbc2f196a42fdf3c8e32bebe68e236f864694dee8bf51982eb641
HB375x10_1.058_OH-O__water--water_100,7043,20651064,2324,6d8b239f8ac8a5d27dbd24083928ee4b3c07d541c5d5765d36d09a1f1cd5c5a2
